"","date","airT","HR","sunshine","ws","wd","precip"
"180690",2022-09-27 05:00:00,10.9,89,0,3.9,170,0.2
"180691",2022-09-27 06:00:00,10.6,95,0,3.9,180,0.3
"180692",2022-09-27 07:00:00,10.7,97,0,3.7,170,0.2
"180693",2022-09-27 08:00:00,10.8,98,0,3.5,180,0.4
"180694",2022-09-27 09:00:00,11.3,98,0,3.5,190,0.1
"180695",2022-09-27 10:00:00,12,94,0,2.8,190,0
"180696",2022-09-27 11:00:00,12.8,86,0,3.5,180,0
"180697",2022-09-27 12:00:00,10.6,94,0,6.5,280,2.2
"180698",2022-09-27 13:00:00,11.6,94,0,3.8,250,0.4
"180699",2022-09-27 14:00:00,12.2,90,13,3.8,240,0
"180700",2022-09-27 15:00:00,11.5,90,28,3.6,250,0.1
"180701",2022-09-27 16:00:00,11.1,94,0,3.4,240,0.5
"180702",2022-09-27 17:00:00,10,94,21,2.8,240,0.1
"180703",2022-09-27 18:00:00,8.9,98,0,2.8,240,0
"180704",2022-09-27 19:00:00,8.9,99,0,3.2,230,0
"180705",2022-09-27 20:00:00,8.3,96,0,3.1,240,0
"180706",2022-09-27 21:00:00,7.8,98,0,3.6,230,0
"180707",2022-09-27 22:00:00,7.8,96,0,3.2,220,0
"180708",2022-09-27 23:00:00,7.3,98,0,2.6,230,0
"180709",2022-09-28 00:00:00,7.5,98,0,2.6,220,0
"180710",2022-09-28 01:00:00,7.7,98,0,2.4,200,0
"180711",2022-09-28 02:00:00,7.7,98,0,2.1,200,0
"180712",2022-09-28 03:00:00,7.5,98,0,2.5,200,0
"180713",2022-09-28 04:00:00,6.4,99,0,2.2,170,0
"180714",2022-09-28 05:00:00,6.4,100,0,2.1,170,0
"180715",2022-09-28 06:00:00,7.3,100,0,2.2,180,0
"180716",2022-09-28 07:00:00,7.8,97,51,1.6,180,0
"180717",2022-09-28 08:00:00,9.3,89,58,1.8,200,0
"180718",2022-09-28 09:00:00,10.1,83,30,1.5,200,0
"180719",2022-09-28 10:00:00,11.5,70,45,2.1,170,0
"180720",2022-09-28 11:00:00,10.9,74,4,4.4,180,0
"180721",2022-09-28 12:00:00,10.3,79,0,2.8,220,0
"180722",2022-09-28 13:00:00,10.1,73,0,3.3,220,0
"180723",2022-09-28 14:00:00,11.1,71,34,1.5,230,0
"180724",2022-09-28 15:00:00,11.8,68,36,2.1,270,0
"180725",2022-09-28 16:00:00,10.8,70,42,3.1,280,0
"180726",2022-09-28 17:00:00,9.7,80,0,2.8,270,0
"180727",2022-09-28 18:00:00,9.3,88,0,1.8,240,0
"180728",2022-09-28 19:00:00,8.8,92,0,1.5,240,0
"180729",2022-09-28 20:00:00,7.8,96,0,2.1,240,0
"180730",2022-09-28 21:00:00,7.7,99,0,2.8,210,0
"180731",2022-09-28 22:00:00,7.9,99,0,2.3,240,0
"180732",2022-09-28 23:00:00,7.8,99,0,2.5,230,0
"180733",2022-09-29 00:00:00,7,100,0,2.6,220,0
"180734",2022-09-29 01:00:00,6.4,100,0,2.2,250,0
"180735",2022-09-29 02:00:00,6.5,100,0,2.5,220,0
"180736",2022-09-29 03:00:00,6.9,100,0,2,220,0
"180737",2022-09-29 04:00:00,7.1,100,0,2.5,240,0
"180738",2022-09-29 05:00:00,7,100,0,1.1,210,0
"180739",2022-09-29 06:00:00,7.1,100,0,1.1,200,0
"180740",2022-09-29 07:00:00,7.4,99,0,2.3,180,0
"180741",2022-09-29 08:00:00,8,97,0,1.9,200,0
"180742",2022-09-29 09:00:00,9.2,91,0,0.8,230,0
"180743",2022-09-29 10:00:00,11.4,78,13,2,230,0
"180744",2022-09-29 11:00:00,12.6,65,34,1.6,220,0
"180745",2022-09-29 12:00:00,12.8,57,11,1.6,200,0
"180746",2022-09-29 13:00:00,14.3,57,10,1.6,180,0
"180747",2022-09-29 14:00:00,13.3,53,60,2.2,210,0
"180748",2022-09-29 15:00:00,13.3,56,28,1.5,180,0
"180749",2022-09-29 16:00:00,13,62,25,2.6,130,0
"180750",2022-09-29 17:00:00,10.3,77,36,2.9,140,0
"180751",2022-09-29 18:00:00,8.3,88,0,2.9,160,0
"180752",2022-09-29 19:00:00,7.1,95,0,2.8,140,0
"180753",2022-09-29 20:00:00,6.7,99,0,3.1,150,0
"180754",2022-09-29 21:00:00,6.1,100,0,2.8,170,0
"180755",2022-09-29 22:00:00,5.4,100,0,3,160,0
"180756",2022-09-29 23:00:00,5.4,100,0,3.3,160,0
"180757",2022-09-30 00:00:00,5.1,100,0,2.6,150,0
"180758",2022-09-30 01:00:00,4.7,100,0,2.8,130,0
"180759",2022-09-30 02:00:00,4.5,100,0,3.2,140,0
"180760",2022-09-30 03:00:00,4,100,0,3,140,0
"180761",2022-09-30 04:00:00,3.9,100,0,2.9,140,0
"180762",2022-09-30 05:00:00,3.5,100,0,3,120,0
"180763",2022-09-30 06:00:00,4.1,100,22,2.8,140,0
"180764",2022-09-30 07:00:00,5.8,100,60,1.6,170,0
"180765",2022-09-30 08:00:00,8.9,91,60,1.4,200,0
"180766",2022-09-30 09:00:00,12.5,72,60,2,170,0
"180767",2022-09-30 10:00:00,14.7,60,60,3,200,0
"180768",2022-09-30 11:00:00,15.6,52,57,2.6,200,0
"180769",2022-09-30 12:00:00,16.7,46,46,3.3,190,0
"180770",2022-09-30 13:00:00,16.4,45,59,3,210,0
"180771",2022-09-30 14:00:00,17.1,43,46,3,220,0
"180772",2022-09-30 15:00:00,16.1,44,28,2.8,210,0
"180773",2022-09-30 16:00:00,15.1,48,29,3.2,200,0
"180774",2022-09-30 17:00:00,12.2,68,32,2.8,200,0
"180775",2022-09-30 18:00:00,9.7,83,0,3.1,170,0
"180776",2022-09-30 19:00:00,8.3,92,0,3.7,180,0
"180777",2022-09-30 20:00:00,7.5,95,0,3.6,190,0
"180778",2022-09-30 21:00:00,6.9,97,0,3.5,190,0
"180779",2022-09-30 22:00:00,6.3,98,0,3.7,190,0
"180780",2022-09-30 23:00:00,6,99,0,3.7,200,0
